City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Karagay,58.2667,54.9368,34.66,86,100,12.91,RU,2021-04-02 23:05:11
295,Kirkcudbright,54.8383,-4.0491,42.01,75,2,6.17,GB,2021-04-02 23:05:11
296,Kununurra,-15.7667,128.7333,77.0,73,100,9.22,AU,2021-04-02 23:05:12
297,Guerrero Negro,27.9769,-114.0611,66.42,61,0,20.67,MX,2021-04-02 23:04:24
298,Avarua,-21.2078,-159.775,84.2,74,34,13.8,CK,2021-04-02 23:04:26
299,Bluff,-46.6,168.3333,51.01,80,94,4.0,NZ,2021-04-02 23:04:15
300,Ca Mau,9.1769,105.15,78.21,86,82,2.62,VN,2021-04-02 23:05:12
301,Cabo San Lucas,22.8909,-109.9124,87.8,32,75,11.5,MX,2021-04-02 23:01:38
302,Jamestown,42.097,-79.2353,34.0,43,1,10.36,US,2021-04-02 23:04:23
303,Port Alfred,-33.5906,26.891,60.96,83,24,10.65,ZA,2021-04-02 23:04:10
304,Korla,41.7597,86.1469,45.99,37,100,15.75,CN,2021-04-02 23:05:13
305,Jaltocan,21.15,-98.5333,61.84,96,100,1.83,MX,2021-04-02 23:05:13
306,Shingu,33.7333,135.9833,64.4,63,75,10.36,JP,2021-04-02 23:05:13
307,Idah,7.1065,6.7342,84.2,44,23,5.14,NG,2021-04-02 23:05:14
308,Severo-Kurilsk,50.6789,156.125,30.99,79,29,14.12,RU,2021-04-02 23:04:53
309,Kahului,20.8947,-156.47,80.6,61,40,19.57,US,2021-04-02 23:02:04
310,Broken Hill,-31.95,141.4333,69.8,43,0,6.91,AU,2021-04-02 23:05:14
311,Mae Chan,20.1467,99.8526,75.2,78,40,2.3,TH,2021-04-02 23:05:14
312,New Norfolk,-42.7826,147.0587,77.0,32,0,5.01,AU,2021-04-02 23:04:56
313,Jamestown,42.097,-79.2353,34.0,43,1,10.36,US,2021-04-02 23:04:23
314,Vaini,-21.2,-175.2,82.4,83,75,5.75,TO,2021-04-02 23:05:15
315,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
316,Rabo De Peixe,37.8,-25.5833,60.8,94,75,16.11,PT,2021-04-02 23:05:15
317,Karagaylinskiy,54.172,86.5521,28.02,81,100,13.33,RU,2021-04-02 23:05:16
318,Kaitangata,-46.2817,169.8464,54.0,61,89,4.0,NZ,2021-04-02 23:04:18
319,Constantine,36.365,6.6147,55.4,82,40,3.44,DZ,2021-04-02 23:04:02
320,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
321,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
322,Bambous Virieux,-20.3428,57.7575,75.99,100,40,1.14,MU,2021-04-02 23:04:45
323,Shimoda,34.6667,138.95,55.99,77,48,1.01,JP,2021-04-02 23:05:17
324,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
325,Svit,49.0601,20.2069,33.8,86,75,5.75,SK,2021-04-02 23:05:17
326,Bluff,-46.6,168.3333,51.01,80,94,4.0,NZ,2021-04-02 23:04:15
327,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
328,Hobart,-42.8794,147.3294,75.99,46,0,10.36,AU,2021-04-02 23:00:21
329,Hue,16.4667,107.6,75.2,94,40,2.3,VN,2021-04-02 23:05:18
330,Jamestown,42.097,-79.2353,34.0,43,1,10.36,US,2021-04-02 23:04:23
331,Sabha,27.0377,14.4283,67.19,23,0,9.66,LY,2021-04-02 23:05:18
332,Volzhsk,55.8664,48.3594,39.2,75,0,11.18,RU,2021-04-02 23:05:18
333,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
334,Albany,42.6001,-73.9662,37.0,27,100,1.01,US,2021-04-02 23:04:07
335,Buluang,13.3068,123.3425,76.64,81,53,2.95,PH,2021-04-02 23:05:19
336,Malm,64.0721,11.2172,39.0,87,75,11.5,NO,2021-04-02 23:05:19
337,Alofi,-19.0595,-169.9187,86.0,70,41,8.05,NU,2021-04-02 23:05:20
338,Kieta,-6.2167,155.6333,84.18,71,80,3.36,PG,2021-04-02 23:04:17
339,Port Alfred,-33.5906,26.891,60.96,83,24,10.65,ZA,2021-04-02 23:04:10
340,Yellowknife,62.456,-114.3525,8.01,72,90,6.91,CA,2021-04-02 23:04:44
341,Poum,-20.2333,164.0167,78.6,84,100,5.5,NC,2021-04-02 23:05:20
342,Tuktoyaktuk,69.4541,-133.0374,-13.0,70,75,6.91,CA,2021-04-02 23:04:13
343,Shimoda,34.6667,138.95,55.99,77,48,1.01,JP,2021-04-02 23:05:17
344,Te Anau,-45.4167,167.7167,52.07,57,87,4.05,NZ,2021-04-02 23:05:21
345,Saint-Philippe,-21.3585,55.7679,77.0,94,75,16.11,RE,2021-04-02 23:04:50
346,Chuy,-33.6971,-53.4616,63.48,76,6,7.18,UY,2021-04-02 23:05:21
347,Port Hedland,-20.3167,118.5667,73.4,49,7,8.05,AU,2021-04-02 23:05:21
348,Esperance,-33.8667,121.9,64.4,88,90,10.36,AU,2021-04-02 23:04:25
349,Kodiak,57.79,-152.4072,41.0,30,90,8.05,US,2021-04-02 23:05:22
350,Victoria,22.2855,114.1577,78.01,85,1,3.2,HK,2021-04-02 23:05:22
351,East London,-33.0153,27.9116,62.82,79,78,14.27,ZA,2021-04-02 23:04:27
352,Jalu,29.0331,21.5482,61.25,31,0,6.15,LY,2021-04-02 23:05:23
353,Nemuro,43.3236,145.575,38.97,82,100,19.44,JP,2021-04-02 23:04:33
354,Port Elizabeth,-33.918,25.5701,59.0,82,20,6.91,ZA,2021-04-02 23:02:18
355,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
356,Lazaro Cardenas,17.9583,-102.2,85.03,53,14,8.08,MX,2021-04-02 23:05:23
357,Atuona,-9.8,-139.0333,80.42,81,26,13.2,PF,2021-04-02 23:04:34
358,Big Spring,32.2504,-101.4787,72.0,28,1,21.85,US,2021-04-02 23:05:24
359,Kavieng,-2.5744,150.7967,84.87,73,99,9.82,PG,2021-04-02 23:04:27
360,Huicheng,23.0385,116.2899,75.2,94,75,4.47,CN,2021-04-02 23:05:24
361,Oudtshoorn,-33.5907,22.2014,53.6,94,0,3.87,ZA,2021-04-02 23:05:24
362,Luderitz,-26.6481,15.1594,69.8,49,0,14.83,NA,2021-04-02 23:05:25
363,Pawai,24.2667,80.1667,75.61,9,0,3.29,IN,2021-04-02 23:05:25
364,Thompson,55.7435,-97.8558,48.2,34,20,17.27,CA,2021-04-02 23:04:22
365,Hervey Bay,-25.2986,152.8535,73.99,83,83,5.01,AU,2021-04-02 23:05:25
366,Albany,42.6001,-73.9662,37.0,27,100,1.01,US,2021-04-02 23:04:07
367,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
368,Deputatskiy,69.3,139.9,-8.12,99,100,3.44,RU,2021-04-02 23:05:26
369,Butaritari,3.0707,172.7902,81.99,80,32,16.08,KI,2021-04-02 23:04:59
370,Vaini,-21.2,-175.2,82.4,83,75,5.75,TO,2021-04-02 23:05:15
371,Flinders,-34.5833,150.8552,71.01,82,0,1.99,AU,2021-04-02 23:05:26
372,Mackenzie,55.2999,-123.1698,39.2,48,90,2.86,CA,2021-04-02 23:05:27
373,Hermanus,-34.4187,19.2345,60.01,78,69,3.0,ZA,2021-04-02 23:04:24
374,Tuktoyaktuk,69.4541,-133.0374,-13.0,70,75,6.91,CA,2021-04-02 23:04:13
375,Bethel,41.3712,-73.414,33.01,52,100,8.81,US,2021-04-02 23:04:29
376,Provideniya,64.3833,-173.3,11.32,88,100,14.83,RU,2021-04-02 23:04:33
377,Iqaluit,63.7506,-68.5145,-5.8,65,1,2.44,CA,2021-04-02 23:01:15
378,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
379,Hobart,-42.8794,147.3294,75.99,46,0,10.36,AU,2021-04-02 23:00:21
380,Barrow,71.2906,-156.7887,-14.8,76,1,4.61,US,2021-04-02 23:00:02
381,Beringovskiy,63.05,179.3167,8.71,85,99,13.76,RU,2021-04-02 23:05:04
382,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
383,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
384,Bundaberg,-24.85,152.35,79.0,73,56,17.27,AU,2021-04-02 23:05:28
385,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
386,Kuusamo,65.9667,29.1833,24.8,86,40,1.14,FI,2021-04-02 23:01:14
387,Atuona,-9.8,-139.0333,80.42,81,26,13.2,PF,2021-04-02 23:04:34
388,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
389,Hilo,19.7297,-155.09,80.6,57,40,10.36,US,2021-04-02 23:04:07
390,Tiksi,71.6872,128.8694,-15.7,100,100,7.29,RU,2021-04-02 23:05:08
391,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
392,Hermanus,-34.4187,19.2345,60.01,78,69,3.0,ZA,2021-04-02 23:04:24
393,Isla Mujeres,21.2311,-86.731,75.2,53,75,12.66,MX,2021-04-02 23:05:29
394,Mayor Pablo Lagerenza,-19.9309,-60.7718,73.0,57,54,4.09,PY,2021-04-02 23:05:29
395,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
396,Lebu,-37.6167,-73.65,55.06,89,9,14.58,CL,2021-04-02 23:04:37
397,Grindavik,63.8424,-22.4338,41.0,93,90,19.57,IS,2021-04-02 23:05:30
398,San Quintin,30.4833,-115.95,66.65,61,0,12.15,MX,2021-04-02 23:05:30
399,Phan Thiet,10.9333,108.1,76.35,89,94,3.33,VN,2021-04-02 23:05:31
400,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
401,Coihaique,-45.5752,-72.0662,57.2,67,75,3.44,CL,2021-04-02 23:05:31
402,Westport,41.1415,-73.3579,36.0,38,90,4.61,US,2021-04-02 23:04:23
403,Quatre Cocos,-20.2078,57.7625,75.99,100,40,1.14,MU,2021-04-02 23:05:31
404,Mangrol,21.1167,70.1167,76.89,73,76,3.62,IN,2021-04-02 23:05:32
405,Kavieng,-2.5744,150.7967,84.87,73,99,9.82,PG,2021-04-02 23:04:27
406,Mar Del Plata,-38.0023,-57.5575,66.99,82,75,11.5,AR,2021-04-02 23:05:32
407,Sisimiut,66.9395,-53.6735,7.09,80,90,5.37,GL,2021-04-02 23:05:32
408,Srivardhan,18.0333,73.0167,75.0,77,38,2.57,IN,2021-04-02 23:05:33
409,Albany,42.6001,-73.9662,37.0,27,100,1.01,US,2021-04-02 23:04:07
410,Nome,64.5011,-165.4064,14.0,85,90,21.85,US,2021-04-02 23:02:02
411,Fairbanks,64.8378,-147.7164,12.99,52,40,2.3,US,2021-04-02 23:05:33
412,Nyimba,-14.5566,30.8149,62.04,85,6,3.24,ZM,2021-04-02 23:05:34
413,Si Sa Ket,14.8333,104.3333,78.01,99,30,3.04,TH,2021-04-02 23:05:34
414,Saint-Philippe,-21.3585,55.7679,77.0,94,75,16.11,RE,2021-04-02 23:04:50
415,Puerto Ayora,-0.7393,-90.3518,80.6,78,75,10.36,EC,2021-04-02 23:05:34
416,Jalu,29.0331,21.5482,61.25,31,0,6.15,LY,2021-04-02 23:05:23
417,Yellowknife,62.456,-114.3525,8.01,72,90,6.91,CA,2021-04-02 23:04:44
418,Tel Aviv-Yafo,32.0805,34.7805,53.6,87,20,6.91,IL,2021-04-02 23:05:35
419,Ostrovnoy,68.0531,39.5131,23.7,94,90,7.14,RU,2021-04-02 23:05:35
420,Butaritari,3.0707,172.7902,81.99,80,32,16.08,KI,2021-04-02 23:04:59
421,Clyde River,70.4692,-68.5914,-7.6,64,1,11.5,CA,2021-04-02 23:03:09
422,New Norfolk,-42.7826,147.0587,77.0,32,0,5.01,AU,2021-04-02 23:04:56
423,Galveston,29.3669,-94.9669,64.0,45,1,14.97,US,2021-04-02 23:05:36
424,Orel-Izumrud,43.4583,39.9244,46.4,87,90,2.24,RU,2021-04-02 23:05:36
425,Grand Gaube,-20.0064,57.6608,75.99,86,7,4.0,MU,2021-04-02 23:05:37
426,Sayyan,15.1718,44.3244,57.99,25,2,2.59,YE,2021-04-02 23:05:37
427,Pryazha,61.6926,33.6216,28.4,93,99,2.24,RU,2021-04-02 23:05:37
428,Namibe,-15.1961,12.1522,78.28,75,49,5.79,AO,2021-04-02 23:04:39
429,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
430,Puerto Ayora,-0.7393,-90.3518,80.6,78,75,10.36,EC,2021-04-02 23:05:34
431,Torbay,47.6666,-52.7314,39.2,93,75,8.05,CA,2021-04-02 23:03:19
432,Kidal,18.4411,1.4078,78.78,7,2,11.1,ML,2021-04-02 23:05:38
433,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
434,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
435,Bengkulu,-3.8004,102.2655,75.0,89,79,6.42,ID,2021-04-02 23:05:38
436,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
437,Aksu,41.1231,80.2644,39.2,77,99,8.43,CN,2021-04-02 23:05:39
438,Cua,10.1589,-66.8858,80.6,78,40,5.75,VE,2021-04-02 23:05:39
439,Dikson,73.5069,80.5464,-18.45,84,91,5.01,RU,2021-04-02 23:05:40
440,Puerto Ayora,-0.7393,-90.3518,80.6,78,75,10.36,EC,2021-04-02 23:05:34
441,Bandarban,22.1965,92.2262,67.51,97,0,2.53,BD,2021-04-02 23:05:40
442,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
443,Hobart,-42.8794,147.3294,75.99,46,0,10.36,AU,2021-04-02 23:00:21
444,Aswan,24.0934,32.907,62.44,26,0,11.16,EG,2021-04-02 23:05:40
445,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
446,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
447,Olafsvik,64.8945,-23.7142,41.54,91,83,21.56,IS,2021-04-02 23:05:41
448,Poum,-20.2333,164.0167,78.6,84,100,5.5,NC,2021-04-02 23:05:20
449,Lubao,14.9167,120.55,77.0,73,20,4.61,PH,2021-04-02 23:05:41
450,Vao,-22.6667,167.4833,74.73,87,100,30.62,NC,2021-04-02 23:05:02
451,Bertoua,4.5833,13.6833,73.15,39,33,3.53,CM,2021-04-02 23:05:42
452,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
453,Palmer,42.1584,-72.3287,34.0,40,75,8.05,US,2021-04-02 23:05:42
454,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
455,Cherskiy,68.75,161.3,3.31,72,100,5.7,RU,2021-04-02 23:04:29
456,Sorland,67.667,12.6934,37.49,61,100,17.45,NO,2021-04-02 23:04:28
457,Puerto Ayora,-0.7393,-90.3518,80.6,78,75,10.36,EC,2021-04-02 23:05:34
458,Upernavik,72.7868,-56.1549,-15.66,98,100,7.78,GL,2021-04-02 23:04:38
459,Gorokhovets,56.1947,42.7003,33.8,100,90,8.95,RU,2021-04-02 23:05:43
460,Vostok,46.4856,135.8833,35.11,96,100,7.36,RU,2021-04-02 23:05:43
461,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
462,Lagoa,39.05,-27.9833,60.71,83,100,28.61,PT,2021-04-02 23:05:44
463,Bambous Virieux,-20.3428,57.7575,75.99,100,40,1.14,MU,2021-04-02 23:04:45
464,Denpasar,-8.65,115.2167,80.6,89,20,5.75,ID,2021-04-02 23:04:12
465,Hofn,64.2539,-15.2082,43.81,60,2,8.66,IS,2021-04-02 23:05:44
466,Kodiak,57.79,-152.4072,41.0,30,90,8.05,US,2021-04-02 23:05:22
467,Katsuura,35.1333,140.3,60.8,63,20,5.75,JP,2021-04-02 23:01:00
468,Puerto Ayora,-0.7393,-90.3518,80.6,78,75,10.36,EC,2021-04-02 23:05:34
469,Cockburn Town,21.4612,-71.1419,78.8,73,20,11.5,TC,2021-04-02 23:05:45
470,Isangel,-19.55,169.2667,80.6,94,90,4.29,VU,2021-04-02 23:05:45
471,Fomento,22.1039,-79.7217,73.4,78,75,13.8,CU,2021-04-02 23:05:46
472,Hermanus,-34.4187,19.2345,60.01,78,69,3.0,ZA,2021-04-02 23:04:24
473,Cidreira,-30.1811,-50.2056,69.28,80,93,13.0,BR,2021-04-02 23:05:46
474,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
475,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
476,Shiyan,32.6475,110.7781,51.33,90,100,1.03,CN,2021-04-02 23:05:46
477,Bredasdorp,-34.5322,20.0403,48.2,93,46,4.61,ZA,2021-04-02 23:04:09
478,Port Alfred,-33.5906,26.891,60.96,83,24,10.65,ZA,2021-04-02 23:04:10
479,Srednekolymsk,67.45,153.6833,-8.68,91,90,3.47,RU,2021-04-02 23:05:47
480,Airai,-8.9266,125.4092,61.59,95,100,3.76,TL,2021-04-02 23:05:08
481,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
482,Jamestown,42.097,-79.2353,34.0,43,1,10.36,US,2021-04-02 23:04:23
483,Klaksvik,62.2266,-6.589,42.8,87,75,17.27,FO,2021-04-02 23:05:48
484,Port Elgin,46.0487,-64.0868,35.6,93,100,9.22,CA,2021-04-02 23:05:48
485,Albany,42.6001,-73.9662,37.0,27,100,1.01,US,2021-04-02 23:04:07
486,Hilo,19.7297,-155.09,80.6,57,40,10.36,US,2021-04-02 23:04:07
487,Charters Towers,-20.1,146.2667,72.27,66,1,15.46,AU,2021-04-02 23:05:49
488,Albany,42.6001,-73.9662,37.0,27,100,1.01,US,2021-04-02 23:04:07
489,Namatanai,-3.6667,152.4333,84.96,68,100,6.69,PG,2021-04-02 23:05:49
490,Tilichiki,60.4667,166.1,10.99,78,82,5.84,RU,2021-04-02 23:05:49
491,Veraval,20.9,70.3667,76.98,72,79,3.78,IN,2021-04-02 23:05:50
492,Kruisfontein,-34.0033,24.7314,55.0,95,0,1.01,ZA,2021-04-02 23:05:50
493,Buchanan,5.8808,-10.0467,80.6,94,20,6.26,LR,2021-04-02 23:05:50
494,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
495,Dingle,10.9995,122.6711,77.9,84,78,7.58,PH,2021-04-02 23:05:51
496,Carnarvon,-24.8667,113.6333,77.0,94,41,8.05,AU,2021-04-02 23:04:17
497,Lompoc,34.6391,-120.4579,66.99,63,20,12.66,US,2021-04-02 23:00:55
498,Nanortalik,60.1432,-45.2371,35.67,98,100,0.29,GL,2021-04-02 23:05:05
499,Todos Santos,23.45,-110.2167,71.01,74,100,1.99,MX,2021-04-02 23:05:51
500,Atuona,-9.8,-139.0333,80.42,81,26,13.2,PF,2021-04-02 23:04:34
501,Georgetown,5.4112,100.3354,82.4,94,20,3.44,MY,2021-04-02 23:04:14
502,Khatanga,71.9667,102.5,-33.29,99,9,4.61,RU,2021-04-02 23:04:37
503,Nogliki,51.8333,143.1667,32.52,95,100,11.79,RU,2021-04-02 23:05:52
504,Kahului,20.8947,-156.47,80.6,61,40,19.57,US,2021-04-02 23:02:04
505,Pingshan,22.9938,114.7131,79.0,86,1,2.57,CN,2021-04-02 23:05:52
506,Faya,18.3851,42.4509,64.4,72,0,1.34,SA,2021-04-02 23:05:53
507,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
508,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
509,Suleja,9.1758,7.1808,82.4,42,12,3.44,NG,2021-04-02 23:05:53
510,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
511,Hamilton,39.1834,-84.5333,48.2,23,1,4.61,US,2021-04-02 23:05:02
512,Selma,36.5708,-119.6121,89.01,13,75,4.61,US,2021-04-02 23:01:44
513,Kabinda,-6.1333,24.4833,67.8,92,92,3.0,CD,2021-04-02 23:05:54
514,Mahebourg,-20.4081,57.7,75.2,100,40,1.14,MU,2021-04-02 23:05:54
515,Suntar,62.1444,117.6319,-10.39,95,25,1.79,RU,2021-04-02 23:05:54
516,Roma,43.2128,-75.4557,34.0,32,1,16.11,US,2021-04-02 23:02:03
517,Iskateley,67.6803,53.1512,16.05,95,99,6.02,RU,2021-04-02 23:05:55
518,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
519,Nikolskoye,59.7035,30.7861,35.01,93,20,4.47,RU,2021-04-02 23:04:18
520,Kaeo,-35.1,173.7833,70.0,73,53,1.99,NZ,2021-04-02 23:05:55
521,Beringovskiy,63.05,179.3167,8.71,85,99,13.76,RU,2021-04-02 23:05:04
522,Tiksi,71.6872,128.8694,-15.7,100,100,7.29,RU,2021-04-02 23:05:08
523,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
524,Haines Junction,60.7522,-137.5108,28.4,37,99,6.91,CA,2021-04-02 23:05:56
525,Khatanga,71.9667,102.5,-33.29,99,9,4.61,RU,2021-04-02 23:04:37
526,Cape Town,-33.9258,18.4232,64.0,72,0,4.61,ZA,2021-04-02 22:59:59
527,Half Moon Bay,37.4636,-122.4286,68.0,76,1,8.05,US,2021-04-02 23:05:57
528,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
529,Saskylakh,71.9167,114.0833,-35.75,100,61,2.51,RU,2021-04-02 23:05:03
530,Yarada,17.65,83.2667,82.4,94,40,5.75,IN,2021-04-02 23:05:57
531,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
532,Cockburn Town,21.4612,-71.1419,78.8,73,20,11.5,TC,2021-04-02 23:05:45
533,Qaanaaq,77.484,-69.3632,-20.47,83,100,8.01,GL,2021-04-02 23:04:07
534,Kodiak,57.79,-152.4072,41.0,30,90,8.05,US,2021-04-02 23:05:22
535,Carnarvon,-24.8667,113.6333,77.0,94,41,8.05,AU,2021-04-02 23:04:17
536,Kapaa,22.0752,-159.319,75.99,88,90,8.05,US,2021-04-02 23:04:34
537,Mayo,38.8876,-76.5119,45.0,36,1,12.66,US,2021-04-02 23:05:58
538,Butaritari,3.0707,172.7902,81.99,80,32,16.08,KI,2021-04-02 23:04:59
539,Marquette,46.5333,-87.6335,46.0,31,1,17.27,US,2021-04-02 23:03:03
540,Tuktoyaktuk,69.4541,-133.0374,-13.0,70,75,6.91,CA,2021-04-02 23:04:13
541,Tiksi,71.6872,128.8694,-15.7,100,100,7.29,RU,2021-04-02 23:05:08
542,Arraial Do Cabo,-22.9661,-42.0278,76.91,75,68,14.7,BR,2021-04-02 23:05:59
543,Tarko-Sale,64.9225,77.785,27.27,94,100,5.82,RU,2021-04-02 23:05:59
544,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
545,Tiksi,71.6872,128.8694,-15.7,100,100,7.29,RU,2021-04-02 23:05:08
546,Jiexiu,37.0244,111.9125,46.04,87,100,9.84,CN,2021-04-02 23:06:00
547,Aykhal,66.0,111.5,-23.19,100,100,5.06,RU,2021-04-02 23:06:00
548,San Carlos De Bariloche,-41.1456,-71.3082,59.0,58,0,5.75,AR,2021-04-02 23:06:00
549,Mount Gambier,-37.8333,140.7667,64.4,45,0,10.36,AU,2021-04-02 23:01:30
550,Kahului,20.8947,-156.47,80.6,61,40,19.57,US,2021-04-02 23:02:04
551,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
552,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
553,Tarko-Sale,64.9225,77.785,27.27,94,100,5.82,RU,2021-04-02 23:05:59
554,Vila Velha,-20.3297,-40.2925,78.8,73,75,3.44,BR,2021-04-02 23:06:01
555,Nemuro,43.3236,145.575,38.97,82,100,19.44,JP,2021-04-02 23:04:33
556,East London,-33.0153,27.9116,62.82,79,78,14.27,ZA,2021-04-02 23:04:27
557,Albany,42.6001,-73.9662,37.0,27,100,1.01,US,2021-04-02 23:04:07
558,Punta Arenas,-53.15,-70.9167,46.4,87,75,5.75,CL,2021-04-02 23:04:11
559,Ahipara,-35.1667,173.1667,69.46,63,30,8.28,NZ,2021-04-02 23:04:44
560,Nikolskoye,59.7035,30.7861,35.01,93,20,4.47,RU,2021-04-02 23:04:18
561,Hermanus,-34.4187,19.2345,60.01,78,69,3.0,ZA,2021-04-02 23:04:24
562,Bakhtiyarpur,25.4667,85.5167,64.4,45,0,4.5,IN,2021-04-02 23:06:02
563,Carnarvon,-24.8667,113.6333,77.0,94,41,8.05,AU,2021-04-02 23:04:17
564,Huilong,31.8111,121.655,61.0,93,89,11.63,CN,2021-04-02 23:04:52
565,Saint-Francois,46.4154,3.9054,45.0,70,0,3.44,FR,2021-04-02 23:06:03
566,Mataura,-46.1927,168.8643,51.01,80,88,4.0,NZ,2021-04-02 23:04:15
567,Bonavista,48.6499,-53.1147,50.0,66,99,4.61,CA,2021-04-02 23:06:03
568,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
569,Ushuaia,-54.8,-68.3,50.0,71,75,10.36,AR,2021-04-02 22:59:19
570,Seminole,28.7086,-81.2081,57.99,50,1,18.41,US,2021-04-02 23:06:04
571,Tromso,69.6496,18.957,32.0,93,75,11.5,NO,2021-04-02 23:06:04
572,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
573,Kaitangata,-46.2817,169.8464,54.0,61,89,4.0,NZ,2021-04-02 23:04:18
574,Faya,18.3851,42.4509,64.4,72,0,1.34,SA,2021-04-02 23:05:53
575,Fortuna,40.5982,-124.1573,57.99,76,1,14.97,US,2021-04-02 23:04:42
576,Busselton,-33.65,115.3333,63.0,83,100,1.99,AU,2021-04-02 23:04:26
577,Hermanus,-34.4187,19.2345,60.01,78,69,3.0,ZA,2021-04-02 23:04:24
578,Isangel,-19.55,169.2667,80.6,94,90,4.29,VU,2021-04-02 23:05:45
579,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
580,Fortuna,40.5982,-124.1573,57.99,76,1,14.97,US,2021-04-02 23:04:42
581,Vaini,-21.2,-175.2,82.4,83,75,5.75,TO,2021-04-02 23:05:15
582,Luderitz,-26.6481,15.1594,69.8,49,0,14.83,NA,2021-04-02 23:05:25
583,Puerto Ayora,-0.7393,-90.3518,80.6,78,75,10.36,EC,2021-04-02 23:05:34
584,Bambous Virieux,-20.3428,57.7575,75.99,100,40,1.14,MU,2021-04-02 23:04:45
585,Bonavista,48.6499,-53.1147,50.0,66,99,4.61,CA,2021-04-02 23:06:03
586,Rikitea,-23.1203,-134.9692,77.45,76,93,10.76,PF,2021-04-02 23:04:08
587,Bredasdorp,-34.5322,20.0403,48.2,93,46,4.61,ZA,2021-04-02 23:04:09
588,Mweka,-4.85,21.5667,69.33,96,90,1.7,CD,2021-04-02 23:06:06
589,Hambantota,6.1241,81.1185,79.54,86,42,14.27,LK,2021-04-02 23:06:06
590,Torbay,47.6666,-52.7314,39.2,93,75,8.05,CA,2021-04-02 23:03:19
